"Indices","Stock Code","Yh Code","Company Name","Website","Description"
"FTSE 250","IHP","IHP.L","INTEGRAFIN HOLDINGS PLC",https://www.integrafin.co.uk/,"Welcome to IntegraFin Holdings plc. We are the holding company of Transact – the UK’s leading investment platform.   //    //  We provide a leading UK investment platform, called Transact, to UK financial advisers and their clients through proprietary technology, premium service, a wide range of tax wrappers and an extensive choice of assets.  //  "
"FTSE 250","IMI","IMI.L","IMI PLC",https://www.imiplc.com/,"We do much more than creating simple components for customers – we look for ways of solving industry problems that have an impact on everyday life.  //  
          Find out more
          //  We do much more than creating simple components for customers – we look for ways of solving industry problems that have an impact on everyday life.  //  "
"FTSE 250","INCH","INCH.L","INCHCAPE PLC",https://www.inchcape.com/en/index.html,"Inchcape is the leading independent automotive Distributor and Retailer with global scale, operating in 32 international territories on behalf of over 40 brand partners.  //  This site uses cookies. By continuing to browse the site you are agreeing to our use of cookies. For more details about cookies and how to manage them see our&nbsp;cookie policy.  //  Inchcape plc is the global distribution and retail leader in the premium and luxury automotive sectors.  //  "
"FTSE 250","INDV","INDV.L","INDIVIOR PLC",http://www.indivior.com/,"We envision a day where patients everywhere will have unrestricted access to quality treatment for Opioid chronic relapsing conditions and addiction.  //  This site uses cookies. By continuing to browse the site without disabling them, you consent to our use of cookies. To learn more about the types of cookies we use, please view our cookie policy.  //  Science reveals the truth.&gt;  //  "
"FTSE 250","INPP","INPP.L","INTERNATIONAL PUBLIC PARTNERSHIP LD",https://www.internationalpublicpartnerships.com/,"Electronic versions of the materials you are seeking to access are being made available on this website in good faith and are for information purposes only.  //  These materials are not directed at or accessible by persons in the United States or persons resident or located in the United States, Australia, Canada, Japan, New Zealand, the Republic of South Africa, any EEA jurisdiction other than the UK, Ireland, Sweden and, to the extent that the necessary permissions have been granted, Denmark, or any other jurisdiction where the extension of availability of the materials to which you are seeking access would breach any applicable law or regulation.  //  "
"FTSE 250","INVP","INVP.L","INVESTEC PLC",https://www.investec.com/en_us/welcome-to-investec.html,"Welcome to Investec. Find out more about us, our businesses, sponsorships and career opportunities.  //     //  Power, Transport and PPP / Social Infrastructure Sectors.  Global expertise in advising and providing finance for complex infrastructure and power transactions.
  //  "
"FTSE 250","IPO","IPO.L","IP GROUP PLC",https://www.ipgroupplc.com/,"IP Group is a leading intellectual property commercialisation company which focuses on evolving great ideas, mainly from its partner universities, into world-changing businesses.  //  Evolving great ideas intoworld-changing businesses  //  IP Group aims to address some of the world’s most pressing challenges through the companies we back, allowing us to generate positive social and environmental impact alongside financial returns.  //  "
"FTSE 250","ITV","ITV.L","ITV PLC",https://www.itvplc.com/investors,"Investors  //  ITV sites  //  Investors  //  "
"FTSE 250","IWG","IWG.L","IWG PLC",https://www.iwgplc.com/,"
                            Over the last 30 years we&#x2019;ve created, driven and led the flexible workspace market.
                          //  
                        Over the last 30 years we&#x2019;ve created, driven and led the flexible workspace market.
                      //  "
"FTSE 250","JAM","JAM.L","JPMORGAN AMERICAN IT PLC",https://am.jpmorgan.com/.../jpmorgan-american-investment-trust-plc- ordinary-shares-gb00bkzgvh64,""
"FTSE 250","JDW","JDW.L","WETHERSPOON(J.D.) PLC",https://www.jdwetherspoon.com/,"Wetherspoon, founded in 1979 is a national chain across the whole of the UK & Ireland, with our award winning pubs & hotels, we are sure you won't be disappointed!   //  We use cookies to give you the best online experience. Please let us know whether you agree to all of these cookies.   //  
                    Please enter a pub or hotel name. If you are looking for something specific try our advanced search
                  //  "
"FTSE 250","JEO","JEO.L","EUROPEAN OPPORTUNITIES TRUST PLC",https://www.devonem.com/european-opportunities-trust-plc/,"I confirm that I'm a UK institutional investor (Professional client)
and I agree to and will comply with the Terms and Conditions of this site.  //  In these difficult times, individuals are at a higher-risk of being exposed to financial scams using phishing and cold calls in an attempt to extract sensitive information for financial gain. As the coronavirus outbreak has worsened there has been a significant increase in the number of cyber criminals trying to exploit anxiety around Covid-19. Please be extra vigilant and do not respond to any correspondence of which you are unsure, even if it appears to be from a respectable source. Please be aware that emails from Devon will always come from [name]@devonem.com.  //  "
"FTSE 250","JESC","JESC.L","JPMORGAN EURO SMALL CO. TRUST PLC",https://am.jpmorgan.com/.../jpmorgan-european-smaller-companies-trust-plc- ordinary-shares-gb00bmts0z37,""
"FTSE 250","JFJ","JFJ.L","JPMORGAN JAPANESE INV. TRUST PLC",https://am.jpmorgan.com/.../jpmorgan-japanese-investment-trust-plc-ordinary -shares-gb0001740025,""
"FTSE 250","JLEN","JLEN.L","JLEN ENVIRONMENTAL ASSETS GROUP LTD",https://jlen.com/,"Latest share price  //  000.00 GBp  //  "
"FTSE 250","JLG","JLG.L","JOHN LAING GROUP PLC",https://www.laing.com/,"website by The Flavour © John Laing Group plc 2021  //  "
"FTSE 250","JMG","JMG.L","JPMORGAN EMERGING MKTS INV TRST PLC",https://am.jpmorgan.com/.../jpmorgan-emerging-markets-investment-trust-plc -ordinary-shares-gb00bmxwn182,""
"FTSE 250","JTC","JTC.L","JTC PLC",https://www.jtcgroup.com/,"We are JTC, a multijurisdictional, independent provider of institutional and private client services with over 30 years of global experience.  //  
        
          JTC Covid-19 / Coronavirus Updates        
        //  Our fund services team has substantial experience and a proven track record in administering both closed and open-ended funds established in the BVI, Cayman Islands, Guernsey, Jersey, Luxembourg, Mauritius, South Africa, UK and US.  //  "
"FTSE 250","JUP","JUP.L","JUPITER FUND MANAGEMENT PLC",https://www.jupiteram.com/,"High conviction fund management since 1985.  //    //  "
"FTSE 250","JUST","JUST.L","JUST GROUP PLC",https://www.justgroupplc.co.uk/,"Just is a specialist UK financial services group focusing on attractive segments of the UK retirement income market.   //  We help people achieve a better later life  //  We help people achieve a better later life  //  "
"FTSE 250","KAZ","KAZ.L","KAZ MINERALS PLC",https://www.kazminerals.com/,"KAZ Minerals is a high growth copper company focused on large scale, low cost open pit mining in Kazakhstan. The Group is listed in London, Kazakhstan and Hong Kong  //  By continuing to browse the site you are agreeing to our use of cookies. For more details about cookies and how to manage them, see our cookie policy.  //  London  //  "
"FTSE 250","KNOS","KNOS.L","KAINOS GROUP PLC",https://www.kainos.com/,"Kainos provides digital technology solutions that allow organisations and people to work smarter, faster, better. We work in government, finance and health.  //  A singular vision  //  We're on a mission to make people's lives better through technology  //  "
"FTSE 250","LIO","LIO.L","LIONTRUST ASSET MANAGEMENT PLC",https://www.liontrust.co.uk/,"Liontrust are a specialist fund management company who take pride in having a distinct culture and approach to fund management   //  We use cookies to give you the best possible experience on our website. For more details please read our&nbsp;Cookie&nbsp;Policy.  //  
		 
           
            020 7412 1700
           
		  //  "
"FTSE 250","LMP","LMP.L","LONDONMETRIC PROPERTY PLC",https://www.londonmetric.com/,"Generating sustainable income from desirable real estate | LondonMetric Property Plc  //  Owner and manager of desirable real estate with strong occupier relationships and property expertise.  //    //  "
"FTSE 250","LRE","LRE.L","LANCASHIRE HOLDINGS LD COM SHS USD0.50",https://www.willisowen.co.uk/.../explore-fund-detail?...lancashire-holdings- limited-com-shs-usd0.50,""
"FTSE 250","LWDB","LWDB.L","LAW DEBENTURE CORPORATION PLC",https://www.lawdebenture.com/,"The Law Debenture group offers a unique range of activities in the financial and professional services sector. The group divides into two distinct areas of business: Investment Trust and Independent Professional Services.  //  Law Debenture is a rare proposition: an Investment Trust supported by a wholly owned professional services business.  The whole is greater than the sum of these parts, providing both a natural hedge to market volatility and access to markets, partners, skills and expertise that would not otherwise be available.  //  Scroll down to learn more  //  "
"FTSE 250","LXI","LXI.L","LXI REIT PLC",https://www.lxireit.com/,"LXi REIT is a closed-ended Fund for the UK property  //  "
"FTSE 250","MAB","MAB.L","MITCHELLS & BUTLERS PLC",https://mitchellshomemade.com/,"  //  "
"FTSE 250","MCRO","MCRO.L","MICRO FOCUS INTERNATIONAL PLC",https://www.microfocus.com/en-us/home,"Micro Focus transforms your digital business with enterprise application software across DevOps, Hybrid IT Management, Security and Predictive Analytics.  //  
			        																		
			        																	  //  
			        																		
			        																	  //  "
"FTSE 250","MDC","MDC.L","MEDICLINIC INTERNATIONAL PLC",https://www.mediclinic.com/en/home.html,"Mediclinic is focused on providing acute-care, specialist-orientated, multi-disciplinary healthcare services. The Group takes a sustainable, long-term approach to business, putting patients at the heart of its operations and consistently delivering high-quality healthcare services.  //  Mediclinic is a diversified international private healthcare services group, founded in South Africa in 1983, with divisions in Switzerland, Southern Africa (South Africa and Namibia), and the United Arab Emirates.   //  Mediclinic is focused on providing specialist-orientated, multi-disciplinary services across the continuum of care in such a way that the Group will be regarded as the most respected and trusted provider of healthcare services by patients, medical practitioners, funders and regulators of healthcare in each of its markets.  //  "
"FTSE 250","MGAM","MGAM.L","MORGAN ADVANCED MATERIALS PLC",https://www.morganadvancedmaterials.com/,"At Morgan Advanced Materials our purpose is to use advanced materials to help make more efficient use of the world’s resources and to improve the quality of life.  //  
            Menu
            Close
            
                
            
          //  Contact Us  //  "
"FTSE 250","MGGT","MGGT.L","MEGGITT PLC",https://www.meggitt.com/,"Enabling the Extraordinary. To Fly. To Power. To Live. Innovation is at the heart of everything Meggitt do. It’s why we consistently deliver solutions for the most challenging environments and why customers worldwide rely on our advanced technologies, products and services for aerospace, defence and selected energy applications.  //  Enabling the ExtraordinaryTo Fly To Power To Live  //  Enabling operational excellence for our customers worldwide.  //  "
"FTSE 250","MGNS","MGNS.L","MORGAN SINDALL GROUP PLC",https://www.morgansindall.com/,"Morgan Sindall Group plc is a leading UK construction and regeneration group of 9 companies. The group employs 6,600 people and operates in the public, regulated and private sectors.  //  Find out more about our group and businesses  //  Our businesses  //  "
"FTSE 250","MKS","MKS.L","MARKS & SPENCER GROUP PLC",https://www.markspizzeria.com/,"Mark's Pizzeria has been committed to delicious food, quality ingredients, and convenient delivery since 1982. Our pizza is fresh, never frozen!  //   Since 1982, we've been using the freshest ingredients and dough made in-store daily to bring you Rochester's favorite pizza. We offer creative specialty pizzas like our Buffalo Blue Cheese Chicken, traditional favorites like Pepperoni and Cheese, and even gluten-free options - try our NEW Locally-made Gluten Free Pizza Crust!   //   Is there a better couple than pizza and chicken wings? We don't think so. Available in traditional and boneless styles, our chicken wings come slathered in any of our savory sauces and served with blue cheese and celery. From sweet to spicy, we've got something for everyone.   //  "
"FTSE 250","MNKS","MNKS.L","MONKS INV TST PLC",https://www.bailliegifford.com/individual-investors/.../monks-investment- trust/,""
"FTSE 250","MONY","MONY.L","MONEYSUPERMARKET.COM GROUP PLC",https://corporate.moneysupermarket.com/,"Moneysupermarket.com Group PLC  //  Help households save money  //  We help our customers save money  on all of their household bills by providing a free, easy to use online service.  //  "
"FTSE 250","MONY","MONY.L","MONEYSUPERMARKET.COM GROUP PLC",https://corporate.moneysupermarket.com/,"Moneysupermarket.com Group PLC  //  Help households save money  //  We help our customers save money  on all of their household bills by providing a free, easy to use online service.  //  "
"FTSE 250","MRC","MRC.L","MERCANTILE INVESTMENT TST (THE) PLC",https://am.jpmorgan.com/.../the-mercantile-investment-trust-plc-ordinary- shares-gb00bf4jdh58,""
"FTSE 250","MSLH","MSLH.L","MARSHALLS PLC",https://www.marshalls.co.uk/,""
"FTSE 250","MUT","MUT.L","MURRAY INCOME TRUST PLC",https://www.murray-income.co.uk/,"Murray Income Trust PLC  //  We use cookies to help improve your online experience. By using this site, you agree that we may store and access cookies on your device. You can change your cookie settings&nbsp;at any time.  //  
                {{item.label}}
                
                    {{item.value}}
                    {{item.unit}}
                
              //  "
"FTSE 250","MYI","MYI.L","MURRAY INTERNATIONAL TRUST PLC",https://www.murray-intl.co.uk/,"A globally diversified investment trust, investing for growth and income since 1907.  //  We use cookies to help improve your online experience. By using this site, you agree that we may store and access cookies on your device. You can change your cookie settings&nbsp;at any time.  //  
                {{item.label}}
                
                    {{item.value}}
                    {{item.unit}}
                
              //  "
"FTSE 250","N91","N91.L","NINETY ONE PLC",https://ninetyone.com/,"We are active investors. We focus on where we can make a real difference for our clients. Investing for a world of change. Capital at risk.  //  2019/2020  //  Our Stewardship report highlights our ESG initiatives, company engagements, proxy voting, integration and other strategic efforts.   //  "
"FTSE 250","NESF","NESF.L","NEXTENERGY SOLAR FUND LIMITED RED",https://www.nextenergysolarfund.com/,"
            How to Invest
            //  
                  Discover more about NextEnergy Solar Fund 
                  //  "
"FTSE 250","NETW","NETW.L","NETWORK INTERNATIONAL HOLDINGS PLC",https://www.network.ae/,"&nbsp; &nbsp;  //  &nbsp;&nbsp;  //  "
"FTSE 250","NEX","NEX.L","NATIONAL EXPRESS GROUP PLC",https://www.nationalexpressgroup.com/,"National Express is a leading international public transport operator, with bus, coach and rail services in the UK, Continental Europe, North Africa, North America and the Middle East.   //  
                                                            Annual Report 2019
                                                          //  
                                                            We have set out our vision to become the UK’s most sustainable bus and coach company.
                                                          //  "
"FTSE 250","OSB","OSB.L","OSB GROUP PLC",https://www.osb.co.uk/,"OSB Group is a specialist lender focused on underserved sub-sectors of the mortgage market, supported by a strong retail savings franchise  //  
				      By using our website, you agree to the use of cookies as described in our Cookies.
			         //                      
					OSB Group is a specialist lender, primarily focused on carefully selected sub-sectors of the mortgage market through an integrated multi-brand approach.
                  //  "
"FTSE 250","OXB","OXB.L","OXFORD BIOMEDICA PLC",https://www.oxb.com/,"Overview  //  We are working on several internal product candidates and have interests in an expanding range of partner programmes  //  "
"FTSE 250","OXIG","OXIG.L","OXFORD INSTRUMENTS PLC",https://www.oxinst.com/,"Oxford Instruments is a leading provider of high technology products and services for research and industry.  //  Direct X-Ray Detection Back-Illuminated sCMOS  //   The world’s coldest Cryofree® dilution refrigerator  //  "
"FTSE 250","PAG","PAG.L","PARAGON BANKING GROUP PLC",https://www.paragonbankinggroup.co.uk/,"

  //   Current Share Price: 
        --
              --
  //  "
"FTSE 250","PAGE","PAGE.L","PAGEGROUP PLC",https://www.page.com/home-page,"Select your country and the PageGroup brand that suits your expertise:  //  Executive search. We provide senior talent solutions for organisations.  //  "
"FTSE 250","PCT","PCT.L","POLAR CAPITAL TECHNOLOGY TRUST PLC",https://www.polarcapitaltechnologytrust.co.uk/,"Researching and identifying developing technology trends and investing in the companies best placed to exploit them. READ&nbsp;MORE&nbsp;  //  2301.60p  //  "
"FTSE 250","PETS","PETS.L","PETS AT HOME GROUP PLC",https://investors.petsathome.com/,"Investor website for Pets at Home plc: find information about the Pets at Home Group and our CSR commitments as well as news and information for investors.  //  From our retail stores and grooming salons, to First Opinion vet surgeries and specialist vet hospitals, we provide everything pet owners need to ensure their pet leads a happy and healthy life.  //  We are a business that specialises in pet care. Behaving responsibly is at the heart of everything we do. From our commitment to always put the welfare of pets ahead of profit considerations, to the way we treat colleagues and customers and the respect we show for the environment and local communities, we believe that we have the responsibility of doing the right thing.  //  "
"FTSE 250","PFC","PFC.L","PETROFAC LD",http://www.petrofac.com/en-gb/home/,"Petrofac is a leading international service provider to the energy industry. We design, build, manage and maintain infrastructure for the energy industries.  //  WARNING: JavaScript is currently disabled in your browser and certain features may not work as expected.  //  Latest trade price at 9:38 AM 171.20p  //  "
"FTSE 250","PFD","PFD.L","PREMIER FOODS PLC",https://www.premierfoods.co.uk/,"Mr Kipling has whipped up a whirlwind by introducing 30% Less Sugar Viennese Whirls which will provide a healthier choice for people looking for more permissible cakes.  //  Financial headlines

  //  "
"FTSE 250","PFG","PFG.L","PROVIDENT FINANCIAL PLC",https://www.providentfinancial.com/,"Keep in touch  //  Keep in touch  //  "
"FTSE 250","PHP","PHP.L","PRIMARY HEALTH PROPERTIES PLC",https://www.phpgroup.co.uk/,"Primary Health Properties PLC (“PHP”) is the leading investor in modern healthcare properties in the UK and Ireland.  //  Leading the way in modern primary health properties.  //  Managing our property portfolio effectively and efficiently.  //  "
"FTSE 250","PIN","PIN.L","PANTHEON INTERNATIONAL PLC",https://www.piplc.com/,"Add private equity returns to your portfolio 
through our decades of experience and network 
of relationships. A PIP ordinary share gives you 
easy access to hand-picked fast growing private companies worldwide.  //  Add private equity returns to your portfolio 
through our decades of experience and network of relationships. A PIP ordinary share gives you easy access to hand-picked fast growing private companies worldwide.  //  "
"FTSE 250","PLP","PLP.L","POLYPIPE GROUP PLC",https://www.polypipe.com/,"We are one of Europe’s largest and most innovative manufacturers of piping, underfloor heating and energy-efficient ventilation.  //  Browse the literature library to find all product related literature including technical information, specification documents, datasheets, installation guides and much more.  //  Browse the literature library to find all product related literature including technical information, specification documents, datasheets, installation guides and much more.  //  "
"FTSE 250","PLUS","PLUS.L","PLUS500 LTD",https://www.plus500.com/,"Europe’s #1 CFD Trading Platform (by number of new traders in 2018). Trade the world’s most popular markets: CFDs on Forex, Cryptocurrencies, Shares, Commodities, Indices, ETFs &amp; Options.  //  CFDs are complex instruments and come with a high risk of losing money rapidly due to leverage. 76.4% of retail investor accounts lose money when trading CFDs with this provider. You should consider whether you understand how CFDs work and whether you can afford to take the high risk of losing your money.  //  CFDs are complex instruments and come with a high risk of losing money rapidly due to leverage. 76.4% of retail investor accounts lose money when trading CFDs with this provider. You should consider whether you understand how CFDs work and whether you can afford to take the high risk of losing your money.  //  "
"FTSE 250","PNL","PNL.L","PERSONAL ASSETS TRUST PLC",https://www.patplc.co.uk/,"By continuing to use this website, you are agreeing to the Terms of Website Use (as set out below) and Privacy Policy (which can be accessed here). If you do not agree to these terms, you must stop using this website immediately.  //  
                            
                            This website uses cookies and similar technologies. By continuing to use this website you are agreeing to our use of cookies.
                          //  "
"FTSE 250","POG","POG.L","PETROPAVLOVSK PLC",https://petropavlovskplc.com/,"&nbsp;  //  &nbsp;  //  "
"FTSE 250","PRTC","PRTC.L","PURETECH HEALTH PLC",https://www.puretechhealth.com/,"   //  140–250K U.S. (PF-ILD including IPF)  //  "
"FTSE 250","PTEC","PTEC.L","PLAYTECH PLC",https://www.playtech.com/,"Playtech is the world's largest supplier of online gaming and sports betting software. It provides operators all over the world with turnkey solutions that are scalable and can be adapted to the needs of each client. Find out more about our gaming products.  //  Leaders in next generation technology and content; regulated markets and responsible gambling.  //  Pioneers of Omni-channel gambling offering seamless, anytime, anywhere gameplay; of the ultimate gaming experience; and the best-performing content.  //  "
"FTSE 250","PZC","PZC.L","PZ CUSSONS PLC",https://www.pzcussons.com/,"PZ Cussons is enhancing everyday life, creating moments of delight. We’ve created some of the world’s best-loved and most trusted brands.  //  PZ Cussons is a dynamic consumer products group. We’ve created some of the world’s best-loved and most trusted brands. PZ Cussons Plc is fully listed on the London Stock Exchange and entered the FTSE 250 in June 2002.  //  LON:PZC  //  "
"FTSE 250","QLT","QLT.L","QUILTER PLC",https://www.quilter.com/,"We offer advice, investments and wealth management in the UK and internationally. Our aim is to create prosperity for the generations of today and tomorrow.  //  We understand the evolving coronavirus situation can pose questions for investors. We’ve been working hard to provide expert news and views to help you manage your investment, whilst always remembering the key principles of long-term investing.  //  There has been a rise in fraudsters who are impersonating Quilter and other financial services providers, by creating bogus websites, and sending ‘cloned’ emails. To become scam smart and reduce the risk of fraud we urge you to review our guidance. Please take just four minutes now, to find out how to keep your finances safe.  //  "
"FTSE 250","QQ.","QQL","QINETIQ GROUP PLC",https://www.qinetiq.com/,"Offering world-class scientific and technological knowledge, proven research capabilities and unique purpose-built facilities to provide global security and defence services and products.  //  
                    We use cookies to ensure our website operates correctly and to monitor visits to our site. This helps us to improve the way our website works, ensuring that users easily find what they are looking for. To allow us to keep doing this, click &#39;Accept All Cookies&#39;. Alternatively, you can personalise your cookie settings.
                  //  
                    Accept All Cookies
                    Personalise settings
                  //  "
"FTSE 250","RAT","RAT.L","RATHBONE BROS PLC",https://www.rathbones.com/,"We are one of the UK’s leading providers of investment management services for individuals, charities and professional advisers. We are here to help you look forward with confidence.  //  Scammers purporting to be the Financial Conduct Authority (FCA) and other trusted institutions are targeting clients of investment management firms and fraudulently ‘advising’ them to transfer their funds elsewhere.  //   Please be extra vigilant when receiving unsolicited communications from third parties and contact your investment management team if you are unsure about any communications relating to your relationship with Rathbones. Find out more information here.  //  "
"FTSE 250","RCP","RCP.L","RIT CAPITAL PARTNERS PLC",https://www.ritcap.com/,"RIT Capital Partners plc is an investment trust which aims to protect and enhance shareholders' wealth over the long term.  //  Since listing on the London Stock Exchange in 1988, we have generated a share price total return of 12.2% per annum for our shareholders.  //  "
"FTSE 250","RDW","RDW.L","REDROW PLC",https://www.redrowplc.co.uk/,"Home – Redrow PLC  //  16th September 2020  //  Full Year Results Press Release  //  "
"FTSE 250","RHIM","RHIM.L","RHI MAGNESITA N.V.",https://www.rhimagnesita.com/,"RHI Magnesita is the global leader in refractories with the largest number of locations around the world and provide the most innovative, reliable products and services.  //  RHI Magnesita, the world market and technology leader for refractory products and solutions, is proud to be one of the finalists for the Microsoft Intelligent Manufacturing Award. Microsoft, together with [&hellip;]  //    //  "
"FTSE 250","RMG","RMG.L","ROYAL MAIL PLC",https://www.royalmail.com/,"Trust Royal Mail to send your letters and parcels. We&#039;ve been delivering mail in the UK for over 500 years. Compare prices for posting in the UK and abroad, buy stamps and redirect your mail if you move house.  //  Click for more info on coronavirus or for Service Updates. Buy postage now with Click &amp; Drop or the Royal Mail app.  //  Click. Drop. Done.
   //  "
"FTSE 250","RNK","RNK.L","RANK GROUP PLC",https://www.rank.com/en/index.html,"This site uses cookies to improve your user experience. By using this site you agree to these cookies being set. Click&nbsp;here&nbsp;to find out more.  //  Discover how we have been entertaining Britain since 1937, by bringing people together for fun and entertainment.  //  "
"FTSE 250","ROR","ROR.L","ROTORK PLC",https://www.rotork.com/,"Rotork design and manufacture electric valve actuators, pneumatic valve actuators and hydraulic valve actuators and gearboxes to manage the flow of liquids, gases and powders in major industries around the world.  //  We create market-leading flow control and instrumentation solutions for the industrial actuation and flow control markets.  //  Our products are designed for critical control applications where reliability is paramount in upstream, midstream and downstream.  //  "
"FTSE 250","RSW","RSW.L","RENISHAW PLC",https://www.renishaw.com/.../renishaw-enhancing-efficiency-in- manufacturing-and-healthcare--1030,"The site map describes the top level layout of renishaw.com.&nbsp; If you cannot find the area you are looking for in the site map below, or via our search facility (top right of page), please contact us.  //  We're sorry, but the content you requested is not available on www.renishaw.com, or the address (url) was typed incorrectly.  //  If you cannot find the area you are looking for using our search facility, please contact us .  //  "
"FTSE 250","SAFE","SAFE.L","SAFESTORE HOLDINGS PLC",https://www.safestore.co.uk/corporate/,"Welcome! Safestore Holdings plc, the UK's largest self storage company with 134 stores in UK & Paris. View Corporate, Shareholder & Investor details here  //    //  "
"FTSE 250","SAIN","SAIN.L","SCOTTISH AMERICAN INV CO PLC",https://www.bailliegifford.com/...investors/.../scottish-american-investment- company/,""
"FTSE 250","SBRE","SBRE.L","SABRE INSURANCE GROUP PLC",https://www.sabreplc.co.uk/,"Sabre Insurance Group plc is one of the UK’s most successful motor insurers in the UK  //  SAB: 285.50GBp +0.50p (+0.18%)  //  Go Girl was launched in November 2011 to appeal to young female drivers  //  "
"FTSE 250","SCT","SCT.L","SOFTCAT PLC",https://www.softcat.com/,"We are a leading provider of IT infrastructure to corporate and public sectors, with a passion for employee satisfaction and world-class customer service.  //  We work across the public and private sector delivering exceptional IT solutions and outstanding customer service to organisations. We are passionate about helping our customers use technology to succeed.  //  We offer you a single point of purchase for bespoke, innovative IT solutions. This is delivered through a combination of our broad portfolio of IT services and solutions, a deep technical knowledge, and strong partnerships with world-class vendors.  //  "
"FTSE 250","SDP","SDP.L","SCHRODER ASIA PACIFIC FUND",https://www.schroders.com/.../fund.../funds.../schroders.../schroder-asiapacific -fund/,""
"FTSE 250","SEQI","SEQI.L","SEQUOIA ECONOMIC INFRASTRUCTURE INC",https://www.seqifund.com/,"Find out more about Sequoia Economic Infrastructure Income Fund limited (LON:SEQI). A specialist in economic infrastructure debt.  //  A specialist in economic infrastructure debt  //  Sequoia Economic Infrastructure Income Fund (SEQI.LN) invests in income-generating economic infrastructure debt, creating attractive risk adjusted returns for shareholders from its diverse portfolio of private debt and bond investments, across twelve mature jurisdictions and a range of sectors and sub-sectors.  //  "
"FTSE 250","SHB","SHB.L","SHAFTESBURY PLC",https://www.shaftesbury.co.uk/en/index.html,"This site uses cookies. By continuing to browse the site you are agreeing to our use of cookies. For more details about cookies and how to manage them see our cookie policy.  //  Founded over 30 years ago, we own an exceptional real estate portfolio in the heart of London's West End.  //  "
"FTSE 250","SIG","SIG.L","SIGNATURE AVIATION PLC",https://www.signatureaviation.com/,"Enabling flight; expanding horizons  //  
                        Enabling flight; expanding horizons
                        //  Signature is the world&rsquo;s largest fixed base operation (FBO) network for Business &amp; General Aviation (B&amp;GA) travellers.   //  "
"FTSE 250","SMP","SMP.L","ST.MODWEN PROPERTIES PLC",https://www.stmodwen.co.uk/,""
"FTSE 250","SMWH","SMWH.L","WH SMITH PLC",https://www.whsmithplc.co.uk/,"WH Smith PLC is a leading global retailer for news, books and convenience, and is made up of two core business – Travel and High Street. At the heart of both our businesses are our people and our customers. We aim to create value for both by constantly innovating and expanding on an incredible global scale, and...  //    //    //  "
"FTSE 250","SNN","SNN.L","SANNE GROUP PLC",https://www.sannegroup.com/,"Sanne is a FTSE 250 listed company and leading specialist alternative asset fund administrator, with jurisdictional and asset class expertise like no other.  //  Sanne is FTSE 250 company listed on the London Stock Exchange.  //  At Sanne, we recognise that it is our people who deliver the exceptional service we are known for.  //  "
"FTSE 250","SOI","SOI.L","SCHRODER ORIENTAL INCOME FUND LD",https://en.wikipedia.org/wiki/schroder_oriental_income_fund,""
"FTSE 250","SONG","SONG.L","HIPGNOSIS SONGS FUND LD",https://www.hipgnosissongs.com/,"Hipgnosis Songs Fund Limited  //  IMPORTANT  //  Due to restrictions under applicable securities laws, access to this website is not permitted in certain jurisdictions.  //  "
"FTSE 250","SPT","SPT.L","SPIRENT COMMUNICATIONS PLC",https://www.spirent.com/,"Spirent is the leading global provider of automated testing and assurance solutions for networks, security and positioning. We help you deliver on the promise of 5G, SD-WAN and the Cloud  //  We stand behind your promise to deliver a new generation of technologies to your customers, from the lab to the real world.  //  Bring new technologies to customers in weeks, not months.  //  "
"FTSE 250","SRE","SRE.L","SIRIUS REAL ESTATE LD",https://www.sirius-real-estate.com/,"Leading owner and operator of business parks, offices and industrial complexes in Germany, providing flexible and conventional ​workspace to companies.  //  
          
          Submit
          //  Leading owner and operator of business parks, offices and industrial complexes
in Germany, providing flexible and conventional ​workspace to companies.  //  "
"FTSE 250","SRP","SRP.L","SERCO GROUP PLC",https://www.serco.com/,"Working in Defence, Transport, Justice, Immigration, Healthcare and Citizen Services across various regions.  //  By using this website you consent to our use of cookies. For more information on cookies see our Cookie Statement.  //  Welcome to Serco.com. Please review the region selection dropdown just below to get the most relevant content to your region.  //  "
"FTSE 250","SSON","SSON.L","SMITHSON INVESTMENT TRUST PLC",https://www.smithson.co.uk/,"Most fund managers will send you a glossy brochure. At Fundsmith we want you to have an Owner's Manual. Why? Because your understanding of what we are trying to achieve and how we will approach it is a critical element in enabling us to attain our goal.  //  With this fund we aim to provide you with a similar investment experience to the Fundsmith Equity Fund, being a superior risk-adjusted return over the long term, but by investing in a group of global small and mid capitalisation listed companies with a market cap of &pound;500m to &pound;15bn, which we believe can compound in value over many years, if not decades, hence the name, Smithson.  //  "
"FTSE 250","SVS","SVS.L","SAVILLS PLC",https://www.savills.com/,"As one of the world's leading property advisors, Savills services span the globe, with 39,000 experts working across 600 offices in the Americas, Europe, Asia Pacific, Africa and the Middle East.  //  Find a property  //  Whether buying a townhouse or selling a country cottage, leasing corporate office space or renting farmland, our experts make it their business to understand your needs and help you find the right property.  //  "
"FTSE 250","SXS","SXS.L","SPECTRIS PLC",https://www.spectris.com/,"Specialist insight through high-tech instruments and test equipment, augmented by our software  | Spectris  //  Spectris harnesses the power of precision measurement to equip our customers to make the world cleaner, healthier and more productive.  //  Our values underpin the way we work, guide our decision-making and shape our culture.  //  "
